appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
570,Dota 2,Valve,Valve,,1522243,314225,0,"200,000,000 .. 500,000,000",38004,1697,752,953,0,0,0,624634
730,Counter-Strike: Global Offensive,"Valve, Hidden Path Entertainment",Valve,,5926012,785171,0,"50,000,000 .. 100,000,000",30075,775,6864,264,0,0,0,747905
578080,PUBG: BATTLEGROUNDS,"KRAFTON, Inc.","KRAFTON, Inc.",,1182394,907360,0,"50,000,000 .. 100,000,000",22155,781,6470,222,0,0,0,256666
1063730,New World,Amazon Games,Amazon Games,,161467,74422,0,"50,000,000 .. 100,000,000",6872,490,3537,94,3999,3999,0,52597
440,Team Fortress 2,Valve,Valve,,844446,57326,0,"50,000,000 .. 100,000,000",8822,694,338,104,0,0,0,97510
271590,Grand Theft Auto V,Rockstar North,Rockstar Games,,1223705,213100,0,"20,000,000 .. 50,000,000",12471,599,5967,186,1480,1480,0,97247
304930,Unturned,Smartly Dressed Games,Smartly Dressed Games,,450842,42037,0,"20,000,000 .. 50,000,000",6982,3056,331,829,0,0,0,58103
550,Left 4 Dead 2,Valve,Valve,,641627,16760,0,"20,000,000 .. 50,000,000",1997,137,531,61,999,999,0,14782
105600,Terraria,Re-Logic,Re-Logic,,1008971,22198,0,"20,000,000 .. 50,000,000",6422,975,1503,434,999,999,0,55024
230410,Warframe,Digital Extremes,Digital Extremes,,448052,67961,0,"20,000,000 .. 50,000,000",9151,1355,408,387,0,0,0,36227
252490,Rust,Facepunch Studios,Facepunch Studios,,728823,111648,0,"20,000,000 .. 50,000,000",20162,1394,3417,720,2679,3999,33,80990
1172470,Apex Legends,Respawn Entertainment,Electronic Arts,,447669,75176,0,"20,000,000 .. 50,000,000",6698,737,745,309,0,0,0,186756
1599340,Lost Ark,Smilegate RPG,Amazon Games,,128376,45481,0,"20,000,000 .. 50,000,000",2927,1598,673,499,0,0,0,210671
1245620,ELDEN RING,FromSoftware Inc.,"FromSoftware Inc., Bandai Namco Entertainment",,487712,52068,0,"20,000,000 .. 50,000,000",5701,396,4846,198,5999,5999,0,26592
236390,War Thunder,Gaijin Entertainment,Gaijin Distribution KFT,,265135,72898,0,"20,000,000 .. 50,000,000",7112,780,431,255,0,0,0,51414
359550,Tom Clancy's Rainbow Six Siege,Ubisoft Montreal,Ubisoft,,942045,142906,0,"20,000,000 .. 50,000,000",12813,564,2376,165,1999,1999,0,29169
340,Half-Life 2: Lost Coast,Valve,Valve,,9546,1275,0,"20,000,000 .. 50,000,000",143,0,21,0,0,0,0,18
238960,Path of Exile,Grinding Gear Games,Grinding Gear Games,,167854,24783,0,"20,000,000 .. 50,000,000",7685,2010,323,1710,0,0,0,10624
892970,Valheim,Iron Gate AB,Coffee Stain Publishing,,345032,17603,0,"20,000,000 .. 50,000,000",3228,650,1480,358,1999,1999,0,15568
1085660,Destiny 2,Bungie,Bungie,,418998,81451,0,"20,000,000 .. 50,000,000",9047,1353,407,402,0,0,0,66747
218620,PAYDAY 2,OVERKILL - a Starbreeze Studio.,Starbreeze Publishing AB,,531055,63061,0,"20,000,000 .. 50,000,000",5431,2047,592,237,499,999,50,39039
1097150,Fall Guys: Ultimate Knockout,Mediatonic,Ravenscourt,,382327,88012,0,"20,000,000 .. 50,000,000",1211,168,574,68,0,0,0,4761
901583,Grand Theft Auto IV: Complete Edition,"Rockstar North, Rockstar Toronto",Rockstar Games,,88400,24849,0,"10,000,000 .. 20,000,000",0,0,0,0,0,0,0,0
1468810,鬼谷八荒 Tale of Immortal,鬼谷工作室,"鬼谷工作室, Lightning Games",,106542,105252,0,"10,000,000 .. 20,000,000",2995,1270,1859,1151,1999,1999,0,8863
444090,Paladins,Evil Mojo Games,Hi-Rez Studios,,283428,48230,0,"10,000,000 .. 20,000,000",2736,1421,476,204,0,0,0,5466
1240440,Halo Infinite,343 Industries,Xbox Game Studios,,106484,43822,0,"10,000,000 .. 20,000,000",866,634,148,901,0,0,0,4677
291480,Warface,MY.GAMES,MY.GAMES,,53453,25697,0,"10,000,000 .. 20,000,000",1282,2218,125,3181,0,0,0,1971
10,Counter-Strike,Valve,Valve,,200935,5186,0,"10,000,000 .. 20,000,000",12004,385,223,358,999,999,0,11736
49520,Borderlands 2,"Gearbox Software, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)",,250236,16744,0,"10,000,000 .. 20,000,000",2798,171,999,156,1999,1999,0,2678
242760,The Forest,Endnight Games Ltd,Endnight Games Ltd,,388151,19394,0,"10,000,000 .. 20,000,000",1604,210,910,213,499,1999,75,6508
227940,Heroes & Generals,TLM Partners,TLM Partners,,94056,46620,0,"10,000,000 .. 20,000,000",997,79,88,112,0,0,0,2120
381210,Dead by Daylight,Behaviour Interactive Inc.,Behaviour Interactive Inc.,,507417,116006,0,"10,000,000 .. 20,000,000",9734,626,1411,139,799,1999,60,46089
346110,ARK: Survival Evolved,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC",Studio Wildcard,,479364,101131,0,"10,000,000 .. 20,000,000",10066,1303,866,971,1999,1999,0,55689
252950,Rocket League,Psyonix LLC,Psyonix LLC,,496188,62998,0,"10,000,000 .. 20,000,000",15186,430,2633,258,0,0,0,36234
320,Half-Life 2: Deathmatch,Valve,Valve,,9925,1069,0,"10,000,000 .. 20,000,000",514,0,40,0,499,499,0,147
620,Portal 2,Valve,Valve,,304923,3754,0,"10,000,000 .. 20,000,000",906,267,518,396,999,999,0,1632
552990,World of Warships,Wargaming Group Limited,Wargaming Group Limited,,88157,21307,0,"10,000,000 .. 20,000,000",1966,201,181,175,0,0,0,6875
739630,Phasmophobia,Kinetic Games,Kinetic Games,,471446,15333,0,"10,000,000 .. 20,000,000",1663,162,792,107,1119,1399,20,17577
755790,Ring of Elysium,Aurora Studio,TCH Scarlet Limited,,74509,25757,0,"10,000,000 .. 20,000,000",905,8,102,15,0,0,0,343
301520,Robocraft,Freejam,Freejam,,86138,32443,0,"10,000,000 .. 20,000,000",1300,0,186,0,0,0,0,241
550650,Black Squad,"VALOFE, NS STUDIO",VALOFE,,60510,18828,0,"10,000,000 .. 20,000,000",2033,234,56,239,0,0,0,863
386360,SMITE,Titan Forge Games,Hi-Rez Studios,,82996,20901,0,"10,000,000 .. 20,000,000",5078,758,183,1039,0,0,0,13276
240,Counter-Strike: Source,Valve,Valve,,137457,5438,0,"10,000,000 .. 20,000,000",10769,1303,580,146,999,999,0,4192
291550,Brawlhalla,Blue Mammoth Games,Ubisoft,,253429,48464,0,"10,000,000 .. 20,000,000",1931,163,179,75,0,0,0,11581
582010,Monster Hunter: World,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,312785,52104,0,"10,000,000 .. 20,000,000",8821,409,3115,368,2999,2999,0,12313
433850,Z1 Battle Royale,Daybreak Game Company,Daybreak Game Company,,115286,92550,0,"10,000,000 .. 20,000,000",3289,36,127,36,0,0,0,86
444200,World of Tanks Blitz,Wargaming Group Limited,Wargaming Group Limited,,97568,23950,0,"10,000,000 .. 20,000,000",4547,1153,162,163,0,0,0,18706
400,Portal,Valve,Valve,,111442,1748,0,"10,000,000 .. 20,000,000",348,96,179,96,999,999,0,365
417910,Street Warriors Online,Crazy Rocks Studios,Crazy Rocks Studios,,965,705,0,"10,000,000 .. 20,000,000",104,0,61,0,199,199,0,1
1517290,Battlefield 2042,DICE,Electronic Arts,,44675,109078,0,"10,000,000 .. 20,000,000",2319,489,1575,589,5999,5999,0,5462
304050,Trove,gamigo US Inc.,gamigo US Inc.,,71074,17050,0,"10,000,000 .. 20,000,000",3756,972,170,1907,0,0,0,1463
261550,Mount & Blade II: Bannerlord,TaleWorlds Entertainment,TaleWorlds Entertainment,,173937,24778,0,"10,000,000 .. 20,000,000",5970,518,3685,377,3999,4999,20,30686
70,Half-Life,Valve,Valve,,75679,2694,0,"10,000,000 .. 20,000,000",758,43,169,43,999,999,0,450
130,Half-Life: Blue Shift,Gearbox Software,Valve,,10601,996,0,"5,000,000 .. 10,000,000",473,1,88,1,499,499,0,27
220,Half-Life 2,Valve,Valve,,146002,3775,0,"5,000,000 .. 10,000,000",838,51,369,70,999,999,0,651
251570,7 Days to Die,The Fun Pimps,The Fun Pimps Entertainment LLC,,205822,27170,0,"5,000,000 .. 10,000,000",5022,859,1354,626,749,2499,70,21806
218230,PlanetSide 2,Rogue Planet Games,Daybreak Game Company,,55471,12344,0,"5,000,000 .. 10,000,000",1089,111,148,147,0,0,0,1624
239140,Dying Light,Techland,Techland,,326679,17039,0,"5,000,000 .. 10,000,000",2100,210,1280,157,999,4999,80,3987
275390,Guacamelee! Super Turbo Championship Edition,DrinkBox Studios,DrinkBox Studios,,5572,454,0,"5,000,000 .. 10,000,000",209,0,95,0,1499,1499,0,14
80,Counter-Strike: Condition Zero,Valve,Valve,,19597,1895,0,"5,000,000 .. 10,000,000",1322,4,35,5,999,999,0,396
367520,Hollow Knight,Team Cherry,Team Cherry,,244027,7120,0,"5,000,000 .. 10,000,000",1561,108,413,198,749,1499,50,4064
224260,No More Room in Hell,No More Room in Hell Team,Lever Games,,59397,6768,0,"5,000,000 .. 10,000,000",680,71,105,71,0,0,0,512
275850,No Man's Sky,Hello Games,Hello Games,,190848,58003,0,"5,000,000 .. 10,000,000",2788,678,1245,498,5999,5999,0,10801
489520,Minion Masters,BetaDwarf,BetaDwarf,,54008,5177,0,"5,000,000 .. 10,000,000",2068,64,156,64,0,0,0,942
466240,Deceit,World Makers,World Makers,,66505,17722,0,"5,000,000 .. 10,000,000",573,4229,93,8441,0,0,0,703
814380,Sekiro: Shadows Die Twice - GOTY Edition,FromSoftware,"Activision (Excluding Japan and Asia), FromSoftware (Japan), 方块游戏 (Asia)",,190661,9771,0,"5,000,000 .. 10,000,000",2071,115,1156,140,5999,5999,0,4718
203160,Tomb Raider,"Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Nixxes","Square Enix, Feral Interactive (Mac)",,207990,8251,0,"5,000,000 .. 10,000,000",697,1002,381,1004,374,1499,75,653
204360,Castle Crashers,The Behemoth,The Behemoth,,90681,3505,0,"5,000,000 .. 10,000,000",576,98,300,138,1499,1499,0,328
1203220,NARAKA: BLADEPOINT,24 Entertainment,NetEase Games Montréal,,101290,28791,0,"5,000,000 .. 10,000,000",9096,710,2036,340,1999,1999,0,68169
333930,Dirty Bomb,Splash Damage,Warchest Ltd.,,47124,10877,0,"5,000,000 .. 10,000,000",419,0,75,0,0,0,0,113
219990,Grim Dawn,Crate Entertainment,Crate Entertainment,,73593,5106,0,"5,000,000 .. 10,000,000",3846,147,1037,186,749,2499,70,2958
632360,Risk of Rain 2,Hopoo Games,Gearbox Publishing,,205982,7623,0,"5,000,000 .. 10,000,000",3021,462,1159,177,2499,2499,0,6678
1174180,Red Dead Redemption 2,Rockstar Games,Rockstar Games,,271867,33687,0,"5,000,000 .. 10,000,000",4392,396,2536,164,2999,5999,50,23724
107410,Arma 3,Bohemia Interactive,Bohemia Interactive,,209536,22242,0,"5,000,000 .. 10,000,000",13914,683,1107,208,749,2999,75,12637
360,Half-Life Deathmatch: Source,Valve,Valve,,2488,847,0,"5,000,000 .. 10,000,000",46,0,17,0,999,999,0,8
365590,Tom Clancy’s The Division,Massive Entertainment,Ubisoft,,60145,26736,0,"5,000,000 .. 10,000,000",3767,23,1505,23,2999,2999,0,745
273110,Counter-Strike Nexon: Studio,"Valve Corporation, Nexon Korea Corporation",Nexon Korea Corporation,,26697,13595,0,"5,000,000 .. 10,000,000",1575,0,65,0,0,0,0,510
40,Deathmatch Classic,Valve,Valve,,1960,436,0,"5,000,000 .. 10,000,000",47,0,8,0,499,499,0,3
10180,Call of Duty: Modern Warfare 2 (2009),Infinity Ward,Activision,,45185,3303,0,"5,000,000 .. 10,000,000",1054,230,466,317,1999,1999,0,690
374320,DARK SOULS III,"FromSoftware, Inc.","FromSoftware, Inc., Bandai Namco Entertainment",,316647,20370,0,"5,000,000 .. 10,000,000",4465,535,1930,738,5999,5999,0,4441
387990,Scrap Mechanic,Axolot Games,Axolot Games,,85490,6582,0,"5,000,000 .. 10,000,000",2744,72,638,140,1999,1999,0,2227
250900,The Binding of Isaac: Rebirth,"Nicalis, Inc., Edmund McMillen","Nicalis, Inc.",,209621,4972,0,"5,000,000 .. 10,000,000",10298,547,3537,438,1499,1499,0,14442
844870,KurtzPel,KOG,KOG,,21569,13061,0,"5,000,000 .. 10,000,000",1996,0,86,0,0,0,0,185
221100,DayZ,Bohemia Interactive,Bohemia Interactive,,229641,90139,0,"5,000,000 .. 10,000,000",11507,1548,2273,259,2699,4499,40,41635
582660,Black Desert,Pearl Abyss,Pearl Abyss,,45345,15005,0,"5,000,000 .. 10,000,000",6155,1491,300,1027,299,999,70,18158
700330,SCP: Secret Laboratory,Northwood Studios,Northwood Studios,,133472,12371,0,"5,000,000 .. 10,000,000",1165,159,74,191,0,0,0,3135
273350,Evolve Stage 2,Turtle Rock Studios,2K,,33569,14684,0,"5,000,000 .. 10,000,000",366,0,145,0,0,0,0,106
322170,Geometry Dash,RobTop Games,RobTop Games,,195308,13532,0,"5,000,000 .. 10,000,000",3934,212,367,25,399,399,0,10306
30,Day of Defeat,Valve,Valve,,5243,567,0,"5,000,000 .. 10,000,000",249,40,22,40,499,499,0,135
976730,Halo: The Master Chief Collection,"343 Industries, Splash Damage, Ruffian Games, Bungie, Saber Interactive",Xbox Game Studios,,180949,14113,0,"5,000,000 .. 10,000,000",2025,330,746,225,3999,3999,0,3699
253710,theHunter Classic,"Expansive Worlds, Avalanche Studios","Expansive Worlds, Avalanche Studios",,20879,17019,0,"5,000,000 .. 10,000,000",1466,2011,37,2011,0,0,0,1005
219640,Chivalry: Medieval Warfare,Torn Banner Studios,Torn Banner Studios,,54669,11649,0,"5,000,000 .. 10,000,000",835,0,262,0,2499,2499,0,88
319630,Life is Strange - Episode 1,"DONTNOD Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","Square Enix, Feral interactive (Mac), Feral Interactive (Linux)",,151881,6124,0,"5,000,000 .. 10,000,000",490,3,156,3,0,0,0,253
594570,Total War: WARHAMMER II,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",,109277,8282,0,"5,000,000 .. 10,000,000",14885,1202,4154,1059,5999,5999,0,6617
12120,Grand Theft Auto: San Andreas,Rockstar Games,Rockstar Games,,70672,6462,0,"5,000,000 .. 10,000,000",1695,576,268,863,0,0,0,655
1172620,Sea of Thieves,Rare Ltd,Xbox Game Studios,,222868,24043,0,"5,000,000 .. 10,000,000",3143,269,1157,262,3999,3999,0,8306
109600,Neverwinter,Cryptic Studios,Gearbox Publishing,,27158,7892,0,"5,000,000 .. 10,000,000",2340,132,331,132,0,0,0,942
50,Half-Life: Opposing Force,Gearbox Software,Valve,,14841,754,0,"5,000,000 .. 10,000,000",782,0,200,0,499,499,0,70
238460,BattleBlock Theater,The Behemoth,The Behemoth,,64375,1816,0,"5,000,000 .. 10,000,000",562,109,297,110,1499,1499,0,139
1145360,Hades,Supergiant Games,Supergiant Games,,198985,2798,0,"5,000,000 .. 10,000,000",1817,124,1028,75,1499,2499,40,4137
863550,HITMAN 2,IO Interactive A/S,IO Interactive A/S,,63669,6078,0,"5,000,000 .. 10,000,000",770,616,327,616,9999,9999,0,1238
1446780,MONSTER HUNTER RISE,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,44733,7173,0,"5,000,000 .. 10,000,000",5667,380,3539,343,3999,3999,0,14053
300,Day of Defeat: Source,Valve,Valve,,16714,1603,0,"5,000,000 .. 10,000,000",988,628,143,631,999,999,0,420
555570,Infestation: The New Z,Fredaikis AB,OP Productions LLC,,17615,15518,0,"5,000,000 .. 10,000,000",1852,4356,75,4356,0,0,0,599
883710,Resident Evil 2,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,111188,3274,0,"5,000,000 .. 10,000,000",1130,145,614,170,1199,3999,70,2680
225840,Sven Co-op,Sven Co-op team,Sven Co-op team,,23925,1686,0,"5,000,000 .. 10,000,000",375,152,80,163,0,0,0,309
2630,Call of Duty 2,Infinity Ward,Activision,,6641,464,0,"5,000,000 .. 10,000,000",753,0,192,0,1999,1999,0,220
232770,POSTAL,Running With Scissors,Running With Scissors,,5154,743,0,"5,000,000 .. 10,000,000",199,0,241,0,1997,1997,0,17
8870,BioShock Infinite,"Irrational Games, Virtual Programming (Linux)",2K,,120477,7727,0,"5,000,000 .. 10,000,000",779,97,556,97,2999,2999,0,326
677620,Splitgate: Arena Warfare,1047 Games,1047 Games,,97431,9026,0,"5,000,000 .. 10,000,000",443,71,200,112,0,0,0,832
306130,The Elder Scrolls Online,ZeniMax Online Studios,Bethesda Softworks,,102548,22551,0,"5,000,000 .. 10,000,000",8741,2084,1317,2486,1999,1999,0,15360
20,Team Fortress Classic,Valve,Valve,,5817,931,0,"5,000,000 .. 10,000,000",62,0,12,0,499,499,0,71
208090,Loadout,Edge of Reality,Edge of Reality,,34588,5248,0,"5,000,000 .. 10,000,000",350,0,157,0,0,0,0,2
311210,Call of Duty: Black Ops III,"Treyarch, Aspyr (Mac)","Activision, Aspyr (Mac)",,119525,28154,0,"5,000,000 .. 10,000,000",3650,279,1649,258,5999,5999,0,3592
22380,Fallout: New Vegas,Obsidian Entertainment,Bethesda Softworks,,161048,5944,0,"5,000,000 .. 10,000,000",4040,507,1237,646,999,999,0,5714
420,Half-Life 2: Episode Two,Valve,Valve,,29899,932,0,"5,000,000 .. 10,000,000",384,0,266,0,799,799,0,139
113400,APB Reloaded,Reloaded Productions,Little Orbit,,22835,13093,0,"5,000,000 .. 10,000,000",1156,0,174,0,0,0,0,227
339610,Freestyle 2: Street Basketball,JOYCITY,JOYCITY,,8689,3193,0,"5,000,000 .. 10,000,000",1862,0,76,0,0,0,0,348
12210,Grand Theft Auto IV: The Complete Edition,"Rockstar North, Rockstar Toronto",Rockstar Games,,88424,24848,0,"5,000,000 .. 10,000,000",1651,205,735,302,1999,1999,0,1662
629760,MORDHAU,Triternion,Triternion,,83835,19665,0,"5,000,000 .. 10,000,000",3204,796,851,249,2999,2999,0,2107
407530,ARK: Survival Of The Fittest,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC",Studio Wildcard,,6191,3580,0,"5,000,000 .. 10,000,000",211,0,15,0,1999,1999,0,33
304390,FOR HONOR,"Ubisoft Montreal, Ubisoft Quebec, Ubisoft Toronto, Blue Byte",Ubisoft,,83852,38329,0,"2,000,000 .. 5,000,000",1941,286,672,193,1499,1499,0,3400
1250,Killing Floor,Tripwire Interactive,Tripwire Interactive,,60641,3215,0,"2,000,000 .. 5,000,000",1715,19,293,19,499,1999,75,303
356190,Middle-earth: Shadow of War,Monolith Productions,WB Games,,70491,10143,0,"2,000,000 .. 5,000,000",2116,389,1260,518,4999,4999,0,3898
594650,Hunt: Showdown,Crytek,Crytek,,117875,24231,0,"2,000,000 .. 5,000,000",5829,731,877,294,1999,3999,50,19740
6060,"Star Wars: Battlefront 2 (Classic, 2005)",Pandemic Studios,"Lucasfilm, LucasArts, Disney",,45464,2781,0,"2,000,000 .. 5,000,000",579,0,202,0,999,999,0,249
265630,Fistful of Frags,Fistful of Frags Team,Fistful of Frags Team,,30956,2937,0,"2,000,000 .. 5,000,000",350,132,94,132,0,0,0,100
588650,Dead Cells,Motion Twin,Motion Twin,,110475,3416,0,"2,000,000 .. 5,000,000",1696,129,905,148,2499,2499,0,1928
206420,Saints Row IV,Deep Silver Volition,Deep Silver,,66920,7195,0,"2,000,000 .. 5,000,000",1334,323,787,323,1499,1499,0,259
379720,DOOM,id Software,Bethesda Softworks,,162632,8027,0,"2,000,000 .. 5,000,000",845,123,537,201,499,1999,75,701
211820,Starbound,Chucklefish,Chucklefish,,146949,11497,0,"2,000,000 .. 5,000,000",3989,827,1590,1236,1499,1499,0,1772
280790,Creativerse,Playful Corp.,Playful Corp.,,23991,5733,0,"2,000,000 .. 5,000,000",570,12,108,12,0,0,0,190
238320,Outlast,Red Barrels,Red Barrels,,86412,3323,0,"2,000,000 .. 5,000,000",289,17,192,27,299,1999,85,364
55230,Saints Row: The Third,Volition,Deep Silver,,63311,2709,0,"2,000,000 .. 5,000,000",1648,7,972,7,999,999,0,242
48700,Mount & Blade: Warband,TaleWorlds Entertainment,TaleWorlds Entertainment,,142347,3294,0,"2,000,000 .. 5,000,000",8558,786,3252,1105,499,1999,75,4733
223710,Cry of Fear,Team Psykskallar,Team Psykskallar,,36543,5830,0,"2,000,000 .. 5,000,000",161,145,49,222,0,0,0,210
8190,Just Cause 2,Avalanche Studios,Square Enix,,44151,4430,0,"2,000,000 .. 5,000,000",784,31,191,31,1499,1499,0,140
500,Left 4 Dead,Valve,Valve,,41480,1660,0,"2,000,000 .. 5,000,000",1504,21,185,21,999,999,0,421
355840,Survarium,Vostok Games,Vostok Games,,14004,11987,0,"2,000,000 .. 5,000,000",1760,0,50,0,0,0,0,2
42910,Magicka,Arrowhead Game Studios,Paradox Interactive,,25353,3262,0,"2,000,000 .. 5,000,000",627,189,287,189,999,999,0,61
1818750,MultiVersus,Player First Games,Warner Bros. Games,,70961,9936,0,"2,000,000 .. 5,000,000",449,60,158,77,0,0,0,3346
630,Alien Swarm,Valve,Valve,,19302,1047,0,"2,000,000 .. 5,000,000",429,0,109,0,0,0,0,61
1426210,It Takes Two,Hazelight,Electronic Arts,,98390,4102,0,"2,000,000 .. 5,000,000",972,199,821,212,3999,3999,0,3949
504370,Battlerite,Stunlock Studios,Stunlock Studios,,49317,9111,0,"2,000,000 .. 5,000,000",920,229,163,229,0,0,0,179
779340,Total War: THREE KINGDOMS,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",,65453,26907,0,"2,000,000 .. 5,000,000",6175,424,2382,299,5999,5999,0,6150
57300,Amnesia: The Dark Descent,Frictional Games,Frictional Games,,28245,1582,0,"2,000,000 .. 5,000,000",274,1249,94,1249,399,1999,80,101
268910,Cuphead,Studio MDHR Entertainment Inc.,Studio MDHR Entertainment Inc.,,117345,4184,0,"2,000,000 .. 5,000,000",805,94,361,135,1999,1999,0,1467
222880,Insurgency,New World Interactive,New World Interactive,,113903,10274,0,"2,000,000 .. 5,000,000",924,67,247,74,1499,1499,0,565
782330,DOOM Eternal,id Software,Bethesda Softworks,,143951,13927,0,"2,000,000 .. 5,000,000",1309,302,744,260,1999,1999,0,1147
601150,Devil May Cry 5,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,83073,4242,0,"2,000,000 .. 5,000,000",1517,145,630,202,2999,2999,0,1465
534380,Dying Light 2 Stay Human,Techland,Techland,,81557,22662,0,"2,000,000 .. 5,000,000",2125,163,1962,177,5999,5999,0,2886
33930,Arma 2: Operation Arrowhead,Bohemia Interactive,Bohemia Interactive,,19941,1657,0,"2,000,000 .. 5,000,000",4356,210,323,210,399,1999,80,366
24240,PAYDAY The Heist,OVERKILL Software,Daybreak Game Company,,35801,2586,0,"2,000,000 .. 5,000,000",548,44,209,44,1499,1499,0,38
200210,Realm of the Mad God Exalt,"Wild Shadow Studios, Deca Games",Deca Games,,35647,6887,0,"2,000,000 .. 5,000,000",1760,2296,102,2296,0,0,0,2257
225540,Just Cause 3,Avalanche Studios,Square Enix,,86261,18385,0,"2,000,000 .. 5,000,000",1298,29,434,29,1999,1999,0,884
55150,"Warhammer 40,000: Space Marine - Anniversary Edition",Relic Entertainment,SEGA,,18892,1685,0,"2,000,000 .. 5,000,000",529,20,333,20,5999,5999,0,171
1238810,Battlefield V,DICE,Electronic Arts,,88585,36761,0,"2,000,000 .. 5,000,000",1944,304,688,183,4999,4999,0,8450
391220,Rise of the Tomb Raider,"Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Feral Interactive (Linux), Nixxes","Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",,106939,6918,0,"2,000,000 .. 5,000,000",1151,1621,742,2967,399,999,60,799
552500,Warhammer: Vermintide 2,Fatshark,Fatshark,,75758,14748,0,"2,000,000 .. 5,000,000",2142,215,670,313,2999,2999,0,4018
513710,SCUM,Gamepires,Gamepires,,57914,19571,0,"2,000,000 .. 5,000,000",2813,628,702,899,1749,3499,50,12780
63380,Sniper Elite V2,Rebellion,Rebellion,,21750,2896,0,"2,000,000 .. 5,000,000",629,0,259,0,0,0,0,71
42710,Call of Duty: Black Ops,Treyarch,Activision,,15124,2010,0,"2,000,000 .. 5,000,000",2555,0,617,0,3999,3999,0,318
302830,BLOCKADE 3D,Novalink,Novalink,,15471,11101,0,"2,000,000 .. 5,000,000",530,1,95,1,0,0,0,10
48000,LIMBO,Playdead,Playdead,,40067,2770,0,"2,000,000 .. 5,000,000",284,0,128,0,249,999,75,56
220240,Far Cry 3,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",Ubisoft,,77871,8616,0,"2,000,000 .. 5,000,000",1449,5,860,5,1999,1999,0,432
7670,BioShock,"2K Boston, 2K Australia",2K,,26499,1621,0,"2,000,000 .. 5,000,000",341,0,128,0,1999,1999,0,45
212500,The Lord of the Rings Online,"Standing Stone Games, LLC","Standing Stone Games, LLC",,13429,3063,0,"2,000,000 .. 5,000,000",592,14,125,14,0,0,0,1444
8500,EVE Online,CCP,CCP,,21302,7361,0,"2,000,000 .. 5,000,000",3104,6332,124,10536,0,0,0,3892
1407200,World of Tanks,Wargaming Group Limited,Wargaming Group Limited,,33794,7278,0,"2,000,000 .. 5,000,000",891,66,68,66,0,0,0,3227
232090,Killing Floor 2,Tripwire Interactive,Tripwire Interactive,,97432,13798,0,"2,000,000 .. 5,000,000",3709,417,592,537,749,2999,75,4278
506540,Last Man Standing,"Free Reign Entertainment, Free Reign Entertainment",Free Reign Entertainment,,11135,7102,0,"2,000,000 .. 5,000,000",290,0,72,0,0,0,0,0
1794680,Vampire Survivors,poncle,poncle,,127396,1555,0,"2,000,000 .. 5,000,000",1618,273,1017,147,399,499,20,22228
200710,Torchlight II,Runic Games,Runic Games,,38341,2845,0,"2,000,000 .. 5,000,000",1453,4,708,4,749,1499,50,357
202970,Call of Duty: Black Ops II,Treyarch,Activision,,33965,5552,0,"2,000,000 .. 5,000,000",380,0,135,0,5999,5999,0,151
115300,Call of Duty: Modern Warfare 3,"Infinity Ward, Sledgehammer Games",Activision,,28192,3919,0,"2,000,000 .. 5,000,000",0,0,0,0,3999,3999,0,3
744900,Dead Frontier 2,Creaky Corpse Ltd,Creaky Corpse Ltd,,14759,5963,0,"2,000,000 .. 5,000,000",163,71,36,71,0,0,0,1175
884660,CRSED: F.O.A.D.,Darkflow Software,Gaijin Distribution KFT,,29736,7527,0,"2,000,000 .. 5,000,000",303,9,45,9,0,0,0,345
35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,Tripwire Interactive,Tripwire Interactive,,33284,2740,0,"2,000,000 .. 5,000,000",1927,97,279,97,1999,1999,0,218
1056960,Wolfenstein: Youngblood,"Machine Games, Arkane Studios",Bethesda Softworks,,5054,6044,0,"2,000,000 .. 5,000,000",474,0,474,0,1999,1999,0,124
244850,Space Engineers,Keen Software House,Keen Software House,,102068,13672,0,"2,000,000 .. 5,000,000",4625,368,866,507,1999,1999,0,5689
312990,The Expendabros,Free Lives,Devolver Digital,,17155,490,0,"2,000,000 .. 5,000,000",133,0,65,0,0,0,0,25
674940,Stick Fight: The Game,Landfall West,Landfall,,94297,6290,0,"2,000,000 .. 5,000,000",379,16,196,23,199,499,60,550
9480,Saints Row 2,Volition,Deep Silver,,13626,4069,0,"2,000,000 .. 5,000,000",606,134,89,134,999,999,0,102
