appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
985890,Streets of Rage 4,"Dotemu, Guard Crush, Lizardcube","Dotemu, Yooreka Studio (Greater China)",,13472,1101,0,"500,000 .. 1,000,000",396,48,464,48,2499,2499,0,170
377840,FINAL FANTASY IX,Square Enix,Square Enix,,8216,504,0,"500,000 .. 1,000,000",1136,0,1109,0,2099,2099,0,207
447530,VA-11 Hall-A: Cyberpunk Bartender Action,Sukeban Games,"Ysbryd Games, AGM PLAYISM",,29301,688,0,"500,000 .. 1,000,000",564,119,394,119,1499,1499,0,105
627270,Injustice 2,"NetherRealm Studios, QLOC",WB Games,,13380,2153,0,"500,000 .. 1,000,000",1388,24,411,24,4999,4999,0,276
9350,Supreme Commander,Gas Powered Games,Square Enix,,2092,265,0,"500,000 .. 1,000,000",602,0,406,0,1299,1299,0,74
223850,3DMark,UL Solutions,UL Solutions,,11119,782,0,"500,000 .. 1,000,000",450,11,162,13,3499,3499,0,724
257850,Hyper Light Drifter,Heart Machine,Heart Machine,,14578,1005,0,"500,000 .. 1,000,000",395,0,206,0,1999,1999,0,39
933110,Age of Empires III: Definitive Edition,"Tantalus Media, Forgotten Empires",Xbox Game Studios,,23535,5761,0,"500,000 .. 1,000,000",1678,59,719,78,799,1999,60,3367
428950,"Kivi, Toilet and Shotgun",16bit Nights,Back To Basics Gaming,,247,239,0,"500,000 .. 1,000,000",234,0,235,0,199,199,0,1
301910,Saints Row: Gat out of Hell,"Deep Silver Volition, High Voltage Software",Deep Silver,,6720,2239,0,"500,000 .. 1,000,000",598,0,286,0,1499,1499,0,14
386070,Planetary Annihilation: TITANS,Planetary Annihilation Inc,Planetary Annihilation Inc,,10581,1925,0,"500,000 .. 1,000,000",1034,792,379,792,2999,2999,0,223
224480,Octodad: Dadliest Catch,Young Horses,Young Horses,,8290,579,0,"500,000 .. 1,000,000",333,0,213,0,1499,1499,0,19
585690,Minimalism,PixelMouse,PixelMouse,,1089,414,0,"500,000 .. 1,000,000",366,0,380,0,99,99,0,41
215830,Closers,Naddic Games,Naddic Games,,3330,1134,0,"500,000 .. 1,000,000",687,0,77,0,0,0,0,101
206190,Gunpoint,Suspicious Developments,Suspicious Developments,,11908,303,0,"500,000 .. 1,000,000",231,0,224,0,999,999,0,6
241540,State of Decay,Undead Labs,Xbox Game Studios,,14920,2738,0,"500,000 .. 1,000,000",712,0,379,0,0,0,0,11
294860,Valkyria Chronicles,SEGA,SEGA,,10811,1121,0,"500,000 .. 1,000,000",812,0,506,0,1999,1999,0,78
396750,EVERSPACE,ROCKFISH Games,ROCKFISH Games,,7902,2083,0,"500,000 .. 1,000,000",556,0,258,0,2999,2999,0,41
560130,Pillars of Eternity II: Deadfire,Obsidian Entertainment,"Versus Evil, Obsidian Entertainment",,13438,1908,0,"500,000 .. 1,000,000",3094,0,1421,0,3999,3999,0,636
13520,Far Cry,Crytek Studios,Ubisoft,,5829,1244,0,"500,000 .. 1,000,000",408,130,200,130,999,999,0,64
357900,Make it indie!,Sometimes You,Sometimes You,,572,666,0,"500,000 .. 1,000,000",195,0,216,0,99,99,0,2
207170,Legend of Grimrock,Almost Human Games,Almost Human Games,,5383,345,0,"500,000 .. 1,000,000",379,0,171,0,1499,1499,0,35
1124300,HUMANKIND,AMPLITUDE Studios,SEGA,,14044,6599,0,"500,000 .. 1,000,000",1750,0,1201,0,4999,4999,0,1116
320300,Car Mechanic Simulator 2015,Red Dot Games,PlayWay S.A.,,12969,1091,0,"500,000 .. 1,000,000",1128,3,355,3,1999,1999,0,31
1162520,Richman10,"Softstar Technology (Beijing) Co.,Ltd",SOFTSTAR ENTERTAINMENT,,6497,5986,0,"500,000 .. 1,000,000",689,228,498,285,1399,1399,0,974
201230,EverQuest II,Darkpaw Games,Daybreak Game Company,,1667,463,0,"500,000 .. 1,000,000",366,0,166,0,0,0,0,224
6030,STAR WARS Jedi Knight II - Jedi Outcast,Raven Software,"LucasArts, Lucasfilm, Disney",,3646,351,0,"500,000 .. 1,000,000",536,0,119,0,999,999,0,36
310370,The Way of Life Free Edition,"CyberCoconut, Fabio Ferrara",CyberCoconut,,4785,1664,0,"500,000 .. 1,000,000",19,0,14,0,0,0,0,0
350080,Wolfenstein: The Old Blood,MachineGames,Bethesda Softworks,,14228,1715,0,"500,000 .. 1,000,000",489,229,392,229,599,1999,70,120
1203630,Record of Lodoss War-Deedlit in Wonder Labyrinth-,"Team Ladybug, WSS playground","WSS playground, PLAYISM",,4803,328,0,"500,000 .. 1,000,000",290,0,431,0,1999,1999,0,10
238260,Pinball Arcade,FarSight Studios,FarSight Studios,,2729,1003,0,"500,000 .. 1,000,000",208,0,67,0,0,0,0,27
997070,Marvel's Avengers,"Crystal Dynamics, Eidos-Montréal, Nixxes",Square Enix,,18093,9043,0,"500,000 .. 1,000,000",1401,21,1155,21,3999,3999,0,212
24790,Command & Conquer 3: Tiberium Wars,EA Los Angeles,Electronic Arts,,5376,570,0,"500,000 .. 1,000,000",733,0,527,0,1499,1499,0,330
710920,Darksiders Genesis,Airship Syndicate,THQ Nordic,,8309,1668,0,"500,000 .. 1,000,000",437,0,261,0,2999,2999,0,82
12170,Grand Theft Auto,Rockstar North,Rockstar Games,,289,54,0,"500,000 .. 1,000,000",6,0,5,0,0,0,0,0
317470,Cubic Castles,Cosmic Cow LLC,Cosmic Cow LLC,,3130,1133,0,"500,000 .. 1,000,000",424,0,41,0,0,0,0,44
991780,Notes of Soul,（Hong Kong）GKD Game Studio,（Hong Kong）GKD Game Studio,,16083,4606,0,"500,000 .. 1,000,000",7680,0,2118,0,2999,2999,0,243
613010,Secret in Story,Luo Zhi En,Luo Zhi En,,70,34,0,"500,000 .. 1,000,000",236,0,247,0,99,99,0,0
252530,OMSI 2: Steam Edition,MR-Software GbR,Aerosoft GmbH,,7771,1462,0,"500,000 .. 1,000,000",21036,209,15885,209,2999,2999,0,1236
774361,Blasphemous,The Game Kitchen,Team17,,23219,2465,0,"500,000 .. 1,000,000",665,23,340,23,624,2499,75,327
371660,Far Cry Primal,Ubisoft,Ubisoft,,21118,3953,0,"500,000 .. 1,000,000",1377,322,886,322,2999,2999,0,214
1468260,Leaf Blower Revolution - Idle Game,Humble North,Humble North,,16823,856,0,"500,000 .. 1,000,000",4823,26,414,26,0,0,0,3421
203750,Binary Domain,Devil's Details,SEGA,,5804,1002,0,"500,000 .. 1,000,000",195,0,77,0,1499,1499,0,7
866800,The Walking Dead: The Final Season,Telltale Games,Skybound Games,,13425,782,0,"500,000 .. 1,000,000",400,0,474,0,1999,1999,0,60
17500,Zombie Panic! Source,Zombie Panic! Team,Zombie Panic! Team,,6195,1110,0,"500,000 .. 1,000,000",205,0,38,0,0,0,0,51
12180,Grand Theft Auto 2,Rockstar North,Rockstar Games,,315,26,0,"500,000 .. 1,000,000",38,0,53,0,0,0,0,3
431730,Aseprite,David Capello,Igara Studio,,11747,77,0,"500,000 .. 1,000,000",4104,7,1907,7,1999,1999,0,3043
747660,Five Nights at Freddy's: Security Breach,Steel Wool Studios,ScottGames,,33052,6282,0,"500,000 .. 1,000,000",771,46,657,71,2399,3999,40,300
1296830,暖雪 Warm Snow,BadMudStudio,bilibili,,16275,1766,0,"500,000 .. 1,000,000",1449,55,1060,66,1349,1799,25,716
433350,BlackShot: Mercenary Warfare FPS,Vertigo Games America,"Papaya Play, Vertigo Games America",,1579,1327,0,"500,000 .. 1,000,000",95,0,44,0,0,0,0,26
402570,Atlas Reactor,Trion Worlds,Trion Worlds,,4361,899,0,"500,000 .. 1,000,000",421,0,96,0,0,0,0,1
410110,12 is Better Than 6,Ink Stains Games,HypeTrain Digital,,4794,882,0,"500,000 .. 1,000,000",471,0,412,0,999,999,0,6
257730,Infinity Wars: Animated Trading Card Game,Lightmare Studios,"Lightmare Studios, Yodo1 Games",,2644,774,0,"500,000 .. 1,000,000",383,0,211,0,0,0,0,30
28000,Kane & Lynch 2: Dog Days,IO Interactive,Square Enix,,4935,2901,0,"500,000 .. 1,000,000",161,0,135,0,999,999,0,12
91330,Iron Front: Digital War Edition,"X1 Software, AWAR",Deep Silver,,497,330,0,"500,000 .. 1,000,000",668,0,408,0,1499,1499,0,4
250180,METAL SLUG 3,"SNK CORPORATION, Dotemu",SNK CORPORATION,,6663,771,0,"500,000 .. 1,000,000",179,0,136,0,799,799,0,23
268850,EVGA Precision X1,EVGA,EVGA,,3368,890,0,"500,000 .. 1,000,000",7392,0,143,0,0,0,0,1299
48240,Anno 2070,"Blue Byte, Related Designs",Ubisoft,,6940,4619,0,"500,000 .. 1,000,000",1894,1,945,1,1999,1999,0,126
505460,Foxhole,Siege Camp,Siege Camp,,21272,4070,0,"500,000 .. 1,000,000",2279,2542,560,2526,2999,2999,0,4833
107300,Breath of Death VII,Zeboyd Games,Zeboyd Games,,1121,212,0,"500,000 .. 1,000,000",155,0,93,0,65,299,78,2
1049800,BLOCKADE,Novalink,Novalink,,7488,2493,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,151
400040,ShareX,ShareX Team,ShareX Team,,4563,203,0,"500,000 .. 1,000,000",12756,1143,391,2282,0,0,0,2152
295550,Royal Quest,Katauri,1C Online Games,,966,407,0,"500,000 .. 1,000,000",57,0,24,0,0,0,0,0
228300,Remember Me,DONTNOD Entertainment,Capcom,,11834,2395,0,"500,000 .. 1,000,000",370,0,316,0,2999,2999,0,19
359870,FINAL FANTASY X/X-2 HD Remaster,Square Enix,Square Enix,,13528,1383,0,"500,000 .. 1,000,000",1809,3617,744,3617,2999,2999,0,494
858810,Dawn of Man,Madruga Works,Madruga Works,,12520,1919,0,"500,000 .. 1,000,000",2009,0,1269,0,2499,2499,0,475
248610,Door Kickers,KillHouse Games,KillHouse Games,,8703,498,0,"500,000 .. 1,000,000",562,0,230,0,1999,1999,0,36
1325200,Nioh 2 – The Complete Edition,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,28493,3826,0,"500,000 .. 1,000,000",3488,207,2895,245,2999,4999,40,2360
58610,Wargame: European Escalation,Eugen Systems,Eugen Systems,,2348,666,0,"500,000 .. 1,000,000",383,0,213,0,999,999,0,30
385770,Time Clickers,Proton Studio Inc,,,4316,562,0,"500,000 .. 1,000,000",1336,0,172,0,0,0,0,202
1094520,Sands of Salzaar,汉家松鼠Han-Squirrel Studio,XD,,16370,3081,0,"500,000 .. 1,000,000",1753,0,1079,0,1499,1499,0,283
9010,Return to Castle Wolfenstein,Gray Matter Studios,Bethesda Softworks,,6271,466,0,"500,000 .. 1,000,000",327,0,289,0,199,499,60,58
1252330,DEATHLOOP,Arkane Studios,Bethesda Softworks,,17641,5295,0,"500,000 .. 1,000,000",905,205,956,297,5999,5999,0,962
12830,Operation Flashpoint: Dragon Rising,Codemasters,"Codemasters, Electronic Arts",,1467,704,0,"500,000 .. 1,000,000",91,0,67,0,999,999,0,8
402710,Osiris: New Dawn,Fenix Fire Entertainment,Fenix Fire Entertainment,,8064,5211,0,"500,000 .. 1,000,000",685,0,543,0,3499,3499,0,52
557340,My Friend Pedro,DeadToast Entertainment,Devolver Digital,,23607,981,0,"500,000 .. 1,000,000",267,21,204,21,1999,1999,0,25
996580,Spyro Reignited Trilogy,"Toys for Bob, Iron Galaxy",Activision,,15028,824,0,"500,000 .. 1,000,000",639,48,408,51,3999,3999,0,261
402180,Sakura Swim Club,Winged Cloud,Winged Cloud,,2408,412,0,"500,000 .. 1,000,000",146,0,176,0,499,999,50,2
246420,Kingdom Rush  - Tower Defense,Ironhide Game Studio,Ironhide Game Studio,,9950,294,0,"500,000 .. 1,000,000",763,0,586,0,999,999,0,183
1264670,The Wind Road,甘肃嘉元数字科技有限公司,Phoenix Games,,4391,2072,0,"500,000 .. 1,000,000",773,0,471,0,2999,2999,0,6
1213740,She Will Punish Them,L2 Games,L2 Games,,11430,954,0,"500,000 .. 1,000,000",260,19,147,19,1599,1599,0,276
541570,Sally Face - Episode One,Portable Moose,Portable Moose,,12342,382,0,"500,000 .. 1,000,000",707,590,653,590,209,299,30,106
99300,Renegade Ops,Avalanche Studios,SEGA,,2175,376,0,"500,000 .. 1,000,000",200,0,104,0,1500,1500,0,2
707010,Will To Live Online,AlphaSoft LLC,AlphaSoft LLC,,9680,3715,0,"500,000 .. 1,000,000",6736,856,95,1148,0,0,0,1865
10150,Prototype,Radical Entertainment,Activision,,7291,1788,0,"500,000 .. 1,000,000",375,375,168,750,1999,1999,0,130
760510,Cat Burglar: A Tail of Purrsuit,Gamers for Good,Gamers for Good,,310,24,0,"500,000 .. 1,000,000",107,0,46,0,0,0,0,1
300080,Total War Battles: KINGDOM,CREATIVE ASSEMBLY,SEGA,,1876,1734,0,"500,000 .. 1,000,000",1136,0,790,0,0,0,0,3
403190,Planetbase,Madruga Works,Madruga Works,,6773,1788,0,"500,000 .. 1,000,000",1190,0,926,0,1499,1499,0,228
45760,Ultra Street Fighter IV,Capcom,Capcom,,11149,1317,0,"500,000 .. 1,000,000",5310,66,279,79,1499,1499,0,154
439350,Kritika:REBOOT,"ALLM Co., Ltd.","ALLM Co., Ltd.",,3588,1107,0,"500,000 .. 1,000,000",420,0,45,0,0,0,0,0
413410,Danganronpa: Trigger Happy Havoc,"Spike Chunsoft Co., Ltd., Abstraction Games","Spike Chunsoft Co., Ltd.",,23065,875,0,"500,000 .. 1,000,000",1223,32,1069,32,799,1999,60,158
243970,"Invisible, Inc.",Klei Entertainment,Klei Entertainment,,4734,423,0,"500,000 .. 1,000,000",1581,0,265,0,1999,1999,0,35
564710,Soda Dungeon,"AN Productions, Poxpower",Armor Games Studios,,5337,320,0,"500,000 .. 1,000,000",2424,0,397,0,0,0,0,85
359800,Copa Petrobras de Marcas,Reiza Studios,Reiza Studios,,1574,867,0,"500,000 .. 1,000,000",42,0,12,0,0,0,0,13
584400,Sonic Mania,"Christian Whitehead, Headcannon, PagodaWest Games",SEGA,,19934,1441,0,"500,000 .. 1,000,000",624,24,223,32,1999,1999,0,126
299740,Miscreated,Entrada Interactive LLC,Entrada Interactive LLC,,21089,10596,0,"500,000 .. 1,000,000",729,0,310,0,2999,2999,0,129
1286680,Tiny Tina's Wonderlands,Gearbox Software,2K,,3861,1235,0,"500,000 .. 1,000,000",1501,1051,1627,1148,5999,5999,0,996
221680,Rocksmith 2014 Edition - Remastered,Ubisoft - San Francisco,Ubisoft,,18341,1903,0,"500,000 .. 1,000,000",3004,114,798,150,2999,2999,0,863
255220,GRID Autosport,"Codemasters Racing, Feral Interactive (Mac), Feral Interactive (Linux)","Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)",,6575,1885,0,"500,000 .. 1,000,000",805,36,432,36,0,0,0,38
1307550,Craftopia,Pocketpair,Pocketpair,,12813,3049,0,"500,000 .. 1,000,000",830,20,548,20,2499,2499,0,442
253960,Jack Orlando: Director's Cut,Toontraxx Studios,Topware Interactive,,387,193,0,"500,000 .. 1,000,000",258,0,265,0,499,499,0,1
339600,VEGA Conflict,KIXEYE,KIXEYE,,2623,1860,0,"500,000 .. 1,000,000",1692,0,1251,0,0,0,0,277
1222690,Dragon Age Inquisition,BioWare,Electronic Arts,,8027,2606,0,"500,000 .. 1,000,000",935,370,331,478,3999,3999,0,850
690040,SUPERHOT: MIND CONTROL DELETE,SUPERHOT Team,SUPERHOT Team,,8069,1398,0,"500,000 .. 1,000,000",273,1,105,1,2499,2499,0,59
1200,Red Orchestra: Ostfront 41-45,Tripwire Interactive,Tripwire Interactive,,1962,298,0,"500,000 .. 1,000,000",2888,0,333,0,499,499,0,7
1510,Uplink,Introversion Software,Introversion Software,,1981,187,0,"500,000 .. 1,000,000",1262,0,147,0,999,999,0,8
321360,Primal Carnage: Extinction,"Circle Five Studios, Pub Games",Circle Five Publishing,,6390,1394,0,"500,000 .. 1,000,000",1022,0,254,0,1299,1299,0,87
313160,Farming Simulator 15,Giants Software,Giants Software,,12688,1161,0,"500,000 .. 1,000,000",5213,0,1796,0,1299,1299,0,199
644830,The Surge 2,Deck13,Focus Entertainment,,4975,1441,0,"500,000 .. 1,000,000",549,0,362,0,749,2999,75,100
368360,60 Seconds!,Robot Gentleman,Robot Gentleman,,9134,1725,0,"500,000 .. 1,000,000",243,0,135,0,899,899,0,33
682990,Drug Dealer Simulator,Byterunners Game Studio,"Movie Games S.A., PlayWay S.A.",,11723,1774,0,"500,000 .. 1,000,000",1025,615,410,792,1999,1999,0,325
1201240,BLEACH Brave Souls,KLab Inc.,KLab Inc.,,5738,815,0,"500,000 .. 1,000,000",5601,1508,600,1616,0,0,0,3355
1154790,XIII,"Tower Five, PlayMagic",Microids,,240,777,0,"500,000 .. 1,000,000",0,0,0,0,2999,2999,0,13
375480,Chronicon,Subworld,Subworld,,7363,340,0,"500,000 .. 1,000,000",1115,0,928,0,1399,1399,0,205
636040,Pixel Worlds: MMO Sandbox,Kukouri Mobile Entertainment,Kukouri Mobile Entertainment,,3893,1305,0,"500,000 .. 1,000,000",1214,0,68,0,0,0,0,509
1016920,Unrailed!,Indoor Astronaut,"Daedalic Entertainment, bilibili(China)",,13088,937,0,"500,000 .. 1,000,000",385,171,262,171,1999,1999,0,152
469600,Legion TD 2 - Multiplayer Tower Defense,AutoAttack Games,AutoAttack Games,,7513,1264,0,"500,000 .. 1,000,000",2380,483,1538,483,2299,2299,0,1103
531640,Eternal Card Game,Dire Wolf,Dire Wolf,,5031,1418,0,"500,000 .. 1,000,000",405,0,231,0,0,0,0,260
399810,Call of Cthulhu,Cyanide Studio,Focus Entertainment,,7335,2004,0,"500,000 .. 1,000,000",327,0,217,0,739,1999,63,36
212480,Sonic & All-Stars Racing Transformed Collection,Sumo Digital,SEGA,,14275,928,0,"500,000 .. 1,000,000",587,80,272,80,1999,1999,0,68
400170,The Incredible Adventures of Van Helsing: Final Cut,NeocoreGames,NeocoreGames,,2418,764,0,"500,000 .. 1,000,000",313,0,242,0,449,4499,90,32
375230,"Warhammer 40,000: Eternal Crusade",Behaviour Interactive Inc.,Behaviour Interactive Inc.,,6277,6342,0,"500,000 .. 1,000,000",379,0,77,0,0,0,0,0
1104640,New Frontier,Free Reign Entertainment,Free Reign Entertainment,,1853,1891,0,"500,000 .. 1,000,000",93,14,32,14,0,0,0,2
20530,Red Faction,Volition,Deep Silver,,1966,287,0,"500,000 .. 1,000,000",143,0,115,0,999,999,0,5
397060,Faeria,Abrakam Entertainment SA,Versus Evil,,5683,1104,0,"500,000 .. 1,000,000",170,0,63,0,1999,1999,0,47
1473480,A.V.A,NEOWIZ,NEOWIZ,,2377,2618,0,"500,000 .. 1,000,000",225,34,50,40,0,0,0,1756
300550,Shadowrun: Dragonfall - Director's Cut,Harebrained Schemes,Paradox Interactive,,5112,600,0,"500,000 .. 1,000,000",754,0,541,0,1499,1499,0,70
375950,Viridi,"Zoe Vartanian, Badru, Isa Hutchinson, Michael Bell",Ice Water Games,,7581,666,0,"500,000 .. 1,000,000",8155,6,9,6,0,0,0,29
826630,Iron Harvest,KING Art,Prime Matter,,8274,3217,0,"500,000 .. 1,000,000",787,0,647,0,2999,2999,0,177
1189630,Path Of Wuxia,香港商河洛互動娛樂股份有限公司,香港商河洛互動娛樂股份有限公司,,22620,5770,0,"500,000 .. 1,000,000",1067,0,675,0,3499,3499,0,333
351940,The Descendant,Gaming Corps AB,"Microids Indie, Microids",,4972,696,0,"500,000 .. 1,000,000",489,0,256,0,1499,1499,0,25
297130,Titan Souls,Acid Nerve,Devolver Digital,,8475,2318,0,"500,000 .. 1,000,000",86,21,38,21,1499,1499,0,12
253230,A Hat in Time,Gears for Breakfast,Gears for Breakfast,,43893,879,0,"500,000 .. 1,000,000",958,538,613,538,2999,2999,0,190
751780,Forager,HopFrog,Humble Games,,29010,2927,0,"500,000 .. 1,000,000",1485,120,1139,198,1999,1999,0,368
263540,Villagers and Heroes,Mad Otter Games,Mad Otter Games,,1918,1281,0,"500,000 .. 1,000,000",230,0,47,0,0,0,0,38
1237980,STAR WARS Battlefront,DICE,Electronic Arts,,2686,754,0,"500,000 .. 1,000,000",291,0,244,0,1999,1999,0,36
531510,Just Shapes & Beats,Berzerk Studio,Berzerk Studio,,15151,345,0,"500,000 .. 1,000,000",835,27,663,29,1999,1999,0,73
204030,Fable - The Lost Chapters,Lionhead Studios,Xbox Game Studios,,6432,539,0,"500,000 .. 1,000,000",450,0,159,0,999,999,0,47
960170,DJMAX RESPECT V,NEOWIZ,NEOWIZ,,17207,2627,0,"500,000 .. 1,000,000",1429,77,499,133,4999,4999,0,641
46500,Syberia,Microids,Microids,,4374,570,0,"500,000 .. 1,000,000",284,0,203,0,1299,1299,0,41
331600,One Piece Pirate Warriors 3,"KOEI TECMO GAMES CO., LTD.",BANDAI NAMCO Entertainment,,6881,1698,0,"500,000 .. 1,000,000",1264,0,674,0,3999,3999,0,55
300380,Road Redemption,"EQ-Games , Pixel Dash Studios",Tripwire Presents,,8648,1918,0,"500,000 .. 1,000,000",1234,0,272,0,1999,1999,0,56
225420,Cities in Motion 2,Colossal Order Ltd.,Paradox Interactive,,1359,1021,0,"500,000 .. 1,000,000",327,0,107,0,1999,1999,0,21
17740,Empires Mod,Empires,Empires,,828,139,0,"500,000 .. 1,000,000",1,0,1,0,0,0,0,0
385800,NEKOPARA Vol. 0,NEKO WORKs,Sekai Project,,15976,1011,0,"500,000 .. 1,000,000",432,1,70,1,299,299,0,21
91200,Anomaly: Warzone Earth,11 bit studios,11 bit studios,,3643,555,0,"500,000 .. 1,000,000",177,0,142,0,999,999,0,2
522210,Serial Cleaner,Draw Distance,Curve Games,,2322,376,0,"500,000 .. 1,000,000",308,0,422,0,299,1499,80,13
773951,Freeman: Guerrilla Warfare,KK Game Studio,KK Game Studio,,8336,2698,0,"500,000 .. 1,000,000",1428,0,1229,0,2499,2499,0,65
311730,DEAD OR ALIVE 5 Last Round: Core Fighters,"Team NINJA, KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,5980,2965,0,"500,000 .. 1,000,000",1103,25,22,25,0,0,0,44
979690,The Ascent,Neon Giant,Curve Games,,12293,3881,0,"500,000 .. 1,000,000",510,255,391,377,2999,2999,0,323
31270,Puzzle Agent,Telltale,Telltale,,2100,279,0,"500,000 .. 1,000,000",163,0,156,0,499,499,0,3
1222730,STAR WARS: Squadrons,MOTIVE,Electronic Arts,,15875,7224,0,"500,000 .. 1,000,000",529,0,350,0,799,3999,80,94
266510,Hand of Fate,Defiant Development,Defiant Development,,9168,1032,0,"500,000 .. 1,000,000",490,0,357,0,1999,1999,0,13
324810,TOXIKK,Reakktor Studios,Schwiezer System GmbH,,4185,1257,0,"500,000 .. 1,000,000",4157,0,27,0,0,0,0,120
239070,Hammerwatch,Crackshell,Crackshell,,5608,643,0,"500,000 .. 1,000,000",400,0,139,0,999,999,0,20
449960,Book of Demons,Thing Trunk,Thing Trunk,,9145,2278,0,"500,000 .. 1,000,000",380,0,257,0,624,2499,75,16
1007040,EARTH DEFENSE FORCE 5,SANDLOT,D3PUBLISHER,,6667,370,0,"500,000 .. 1,000,000",2107,274,1701,274,5999,5999,0,617
962730,Skater XL - The Ultimate Skateboarding Game,Easy Day Studios Pty Ltd,Easy Day Studios Pty Ltd,,15099,2403,0,"500,000 .. 1,000,000",5074,165,6878,287,3199,3999,20,415
215100,Ragnarok Online,Gravity Interactive,Gravity Interactive,,1438,492,0,"500,000 .. 1,000,000",582,0,143,0,0,0,0,59
882100,XCOM: Chimera Squad,Firaxis Games,2K,,14699,5576,0,"500,000 .. 1,000,000",811,0,613,0,499,1999,75,167
677120,Heroes of Hammerwatch,Crackshell,"Crackshell, Surefire.Games",,6713,881,0,"500,000 .. 1,000,000",1183,0,740,0,1199,1199,0,309
704450,Neverwinter Nights: Enhanced Edition,Beamdog,Beamdog,,5607,694,0,"500,000 .. 1,000,000",2015,0,313,0,1999,1999,0,982
1233570,Mirror's Edge Catalyst,DICE,Electronic Arts,,8150,1615,0,"500,000 .. 1,000,000",368,3,289,3,1999,1999,0,61
468240,VR Regatta - The Sailing Game,MarineVerse,MarineVerse,,141,22,0,"500,000 .. 1,000,000",99,0,34,0,2999,2999,0,1
760060,Mutant Year Zero: Road to Eden,The Bearded Ladies,Funcom,,16351,1682,0,"500,000 .. 1,000,000",753,0,391,0,3499,3499,0,81
557180,League of Maidens,Maiden Gaming Inc.,Maiden Gaming Inc.,,3275,2742,0,"500,000 .. 1,000,000",54,0,59,0,0,0,0,65
237990,The Banner Saga,Stoic,Stoic Studio,,12811,1564,0,"500,000 .. 1,000,000",457,0,199,0,2499,2499,0,46
305050,Outland,Housemarque,Housemarque,,3105,731,0,"500,000 .. 1,000,000",231,0,168,0,999,999,0,3
320240,We Happy Few,Compulsion Games,Gearbox Publishing,,8545,2665,0,"500,000 .. 1,000,000",1114,82,614,82,599,5999,90,99
792220,Paunch,Kozhakov,Kozhakov,,9067,1032,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,9
274920,FaceRig,Holotech Studios,Holotech Studios,,6877,1604,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,599
394690,Tower Unite,PixelTail Games,PixelTail Games,,15284,1666,0,"500,000 .. 1,000,000",1654,43,883,67,1399,1999,30,624
412220,DDraceNetwork,DDNet Team,DDNet Team,,9097,578,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,1414
361280,Turmoil,Gamious,Gamious,,9700,785,0,"500,000 .. 1,000,000",634,696,374,696,999,999,0,246
457550,Bigscreen Beta,"Bigscreen, Inc.","Bigscreen, Inc.",,2293,384,0,"500,000 .. 1,000,000",189,52,99,52,0,0,0,48
972660,Spiritfarer: Farewell Edition,Thunder Lotus Games,Thunder Lotus Games,,22568,994,0,"500,000 .. 1,000,000",954,273,590,315,2999,2999,0,824
253030,Race The Sun,Flippfly LLC,Flippfly LLC,,5797,385,0,"500,000 .. 1,000,000",183,0,121,0,999,999,0,7
217920,Alien Rage - Unlimited,CI Games,CI Games,,2170,1025,0,"500,000 .. 1,000,000",84,0,84,0,1999,1999,0,3
591740,Sniper Fury,Gameloft,Gameloft,,1191,1289,0,"500,000 .. 1,000,000",291,0,29,0,0,0,0,143
214170,Divine Divinity,Larian Studios,Larian Studios,,2472,327,0,"500,000 .. 1,000,000",505,0,202,0,599,599,0,29
205710,EverQuest,Darkpaw Games,Daybreak Game Company,,1394,345,0,"500,000 .. 1,000,000",605,0,368,0,0,0,0,477
1644960,NBA 2K22,Visual Concepts,2K,,20567,15299,0,"500,000 .. 1,000,000",4548,345,2208,483,5999,5999,0,10191
1407530,Warrior Beneath Heaven,Keyue Game Studio,Keyue Game Studio,,5,2,0,"500,000 .. 1,000,000",0,0,0,0,359,599,40,0
204060,Superbrothers: Sword & Sworcery EP,"Capybara, Superbrothers, Jim Guthrie",Capybara Games,,1924,563,0,"500,000 .. 1,000,000",86,0,34,0,799,799,0,1
263060,Blockstorm,GhostShark,IndieGala,,5184,1277,0,"500,000 .. 1,000,000",304,0,196,0,99,499,80,3
218640,Lucius,Shiver Games,Shiver Games,,7630,1802,0,"500,000 .. 1,000,000",408,0,192,0,149,999,85,25
411300,ELEX,Piranha Bytes,THQ Nordic,,12915,4436,0,"500,000 .. 1,000,000",1276,2,275,3,2999,2999,0,382
485310,Head Shot,Indie Game Group,Indie Game Group,,864,869,0,"500,000 .. 1,000,000",424,0,249,0,199,199,0,0
363490,Escape Machines,Mint Age Studios,Back To Basics Gaming,,278,388,0,"500,000 .. 1,000,000",209,0,220,0,199,199,0,0
223100,Homefront: The Revolution,Dambuster Studios,Deep Silver,,8817,6080,0,"500,000 .. 1,000,000",700,310,530,310,1999,1999,0,52
